# Partner motif	Anchor	Partner TF	Partner Motif	Anchor pAUC	Partner pAUC	A&P pAUC	Ratio	Similarity		Partner Class	Partner Family
127	PEAKS039234_BHLHA15_pwm.binary	Olig1	BHA15.H12CORE.1.SM.B	250.933763	201.459625	270.728004	1.078882	1.736543		Basic helix-loop-helix factors (bHLH) {1.2}	Tal-related {1.2.3}
128	PEAKS039234_BHLHA15_pwm.binary	Olig2	BHE22.H12CORE.0.SM.B	250.933763	206.393719	259.406517	1.033765	8.344801		Basic helix-loop-helix factors (bHLH) {1.2}	Tal-related {1.2.3}
129	PEAKS039234_BHLHA15_pwm.binary	Olig2	BHE23.H12CORE.0.SM.B	250.933763	626.634083	466.361895	0.744233	6.535731		Basic helix-loop-helix factors (bHLH) {1.2}	Tal-related {1.2.3}
130	PEAKS039234_BHLHA15_pwm.binary	Olig2	FER3L.H12CORE.0.SM.B	250.933763	191.084114	279.671737	1.114524	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	Tal-related {1.2.3}
131	PEAKS039234_BHLHA15_pwm.binary	Olig3	NDF1.H12CORE.0.P.B	250.933763	209.923977	288.118246	1.148184	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	Tal-related {1.2.3}
132	PEAKS039234_BHLHA15_pwm.binary	Ptf1a	NDF1.H12CORE.1.S.C	250.933763	138.710167	237.187094	0.945218	1.744792		Basic helix-loop-helix factors (bHLH) {1.2}	Tal-related {1.2.3}
133	PEAKS039234_BHLHA15_pwm.binary	Ptf1a	NDF2.H12CORE.0.P.B	250.933763	494.555713	372.264744	0.752726	3.578718		Basic helix-loop-helix factors (bHLH) {1.2}	Tal-related {1.2.3}
134	PEAKS039234_BHLHA15_pwm.binary	Tal1	NDF2.H12CORE.1.S.B	250.933763	18.658980	170.146010	0.678051	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	Tal-related {1.2.3}
135	PEAKS039234_BHLHA15_pwm.binary	Tal1	NGN1.H12CORE.0.SM.B	250.933763	19.968049	167.043933	0.665689	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	Tal-related {1.2.3}
136	PEAKS039234_BHLHA15_pwm.binary	Tal1	NGN2.H12CORE.0.P.B	250.933763	152.182693	245.070436	0.976634	4.408251		Basic helix-loop-helix factors (bHLH) {1.2}	Tal-related {1.2.3}
137	PEAKS039234_BHLHA15_pwm.binary	Tcf21	NGN2.H12CORE.1.SM.B	250.933763	234.315556	217.896892	0.868344	4.192602		Basic helix-loop-helix factors (bHLH) {1.2}	Tal-related {1.2.3}
138	PEAKS039234_BHLHA15_pwm.binary	Tcf21	OLIG1.H12CORE.0.S.B	250.933763	199.594444	267.422142	1.065708	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	Tal-related {1.2.3}
139	PEAKS039234_BHLHA15_pwm.binary	Twist1	OLIG2.H12CORE.0.P.B	250.933763	84.081706	212.042453	0.845014	3.958930		Basic helix-loop-helix factors (bHLH) {1.2}	Tal-related {1.2.3}
140	PEAKS039234_BHLHA15_pwm.binary	Twist1	OLIG2.H12CORE.1.P.B	250.933763	85.396076	201.179459	0.801723	1.892280		Basic helix-loop-helix factors (bHLH) {1.2}	Tal-related {1.2.3}
141	PEAKS039234_BHLHA15_pwm.binary	Twist2	OLIG2.H12CORE.2.SM.B	250.933763	162.590985	249.830362	0.995603	4.971700		Basic helix-loop-helix factors (bHLH) {1.2}	Tal-related {1.2.3}
142	PEAKS039234_BHLHA15_pwm.binary	Twist2	OLIG3.H12CORE.0.SM.B	250.933763	193.502699	259.126188	1.032648	1.606406		Basic helix-loop-helix factors (bHLH) {1.2}	Tal-related {1.2.3}
143	PEAKS039234_BHLHA15_pwm.binary	Bhlhe40	BHE40.H12CORE.0.PSM.A	250.933763	10.964593	187.544040	0.747385	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	Hairy-related {1.2.4}
144	PEAKS039234_BHLHA15_pwm.binary	Bhlhe40	BHE40.H12CORE.1.S.C	250.933763	12.621654	184.112025	0.733708	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	Hairy-related {1.2.4}
145	PEAKS039234_BHLHA15_pwm.binary	Bhlhe41	BHE41.H12CORE.0.PSM.A	250.933763	14.958999	173.611275	0.691861	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	Hairy-related {1.2.4}
146	PEAKS039234_BHLHA15_pwm.binary	Hes1	HES1.H12CORE.0.S.C	250.933763	13.505932	180.606301	0.719737	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	Hairy-related {1.2.4}
147	PEAKS039234_BHLHA15_pwm.binary	Hes1	HES1.H12CORE.1.S.C	250.933763	10.132355	175.646582	0.699972	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	Hairy-related {1.2.4}
148	PEAKS039234_BHLHA15_pwm.binary	Hes2	HES2.H12CORE.0.S.C	250.933763	13.766047	157.712625	0.628503	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	Hairy-related {1.2.4}
149	PEAKS039234_BHLHA15_pwm.binary	Hes5	HES5.H12CORE.0.SM.B	250.933763	14.153680	175.738370	0.700338	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	Hairy-related {1.2.4}
150	PEAKS039234_BHLHA15_pwm.binary	Hes7	HES7.H12CORE.0.S.B	250.933763	15.056075	174.737579	0.696349	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	Hairy-related {1.2.4}
151	PEAKS039234_BHLHA15_pwm.binary	Hey1	HEY1.H12CORE.0.S.B	250.933763	13.520357	177.151577	0.705969	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	Hairy-related {1.2.4}
152	PEAKS039234_BHLHA15_pwm.binary	Hey2	HEY2.H12CORE.0.S.B	250.933763	12.741498	168.084897	0.669838	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	Hairy-related {1.2.4}
153	PEAKS039234_BHLHA15_pwm.binary	Ahr	AHR.H12CORE.0.P.B	250.933763	7.636624	176.459789	0.703213	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	PAS {1.2.5}
154	PEAKS039234_BHLHA15_pwm.binary	Ahrr	AHRR.H12CORE.0.P.C	250.933763	8.090500	157.385712	0.627200	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	PAS {1.2.5}
155	PEAKS039234_BHLHA15_pwm.binary	Arnt	EPAS1.H12CORE.0.P.B	250.933763	13.765359	188.063960	0.749457	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	PAS {1.2.5}
156	PEAKS039234_BHLHA15_pwm.binary	Arnt	HIF1A.H12CORE.0.P.B	250.933763	3.567057	155.646190	0.620268	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	PAS {1.2.5}
157	PEAKS039234_BHLHA15_pwm.binary	Arnt2	HIF1A.H12CORE.1.P.B	250.933763	9.552486	167.549998	0.667706	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	PAS {1.2.5}
158	PEAKS039234_BHLHA15_pwm.binary	Arnt2	HIF3A.H12CORE.0.P.C	250.933763	9.260055	175.458167	0.699221	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	PAS {1.2.5}
159	PEAKS039234_BHLHA15_pwm.binary	Arnt2	HIF3A.H12CORE.1.P.C	250.933763	12.177808	173.790186	0.692574	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	PAS {1.2.5}
160	PEAKS039234_BHLHA15_pwm.binary	Arntl	NPAS3.H12CORE.0.P.C	250.933763	55.335680	325.024110	1.295259	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	PAS {1.2.5}
161	PEAKS039234_BHLHA15_pwm.binary	Clock	ARNT.H12CORE.0.P.B	250.933763	13.844409	203.835786	0.812309	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	PAS {1.2.5}
162	PEAKS039234_BHLHA15_pwm.binary	Clock	ARNT.H12CORE.1.P.B	250.933763	6.588994	181.944412	0.725069	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	PAS {1.2.5}
163	PEAKS039234_BHLHA15_pwm.binary	Epas1	ARNT2.H12CORE.0.P.B	250.933763	13.428204	180.667786	0.719982	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	PAS {1.2.5}
164	PEAKS039234_BHLHA15_pwm.binary	Hif1a	ARNT2.H12CORE.1.P.B	250.933763	12.896944	179.549404	0.715525	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	PAS {1.2.5}
165	PEAKS039234_BHLHA15_pwm.binary	Hif1a	ARNT2.H12CORE.2.S.C	250.933763	5.276373	159.649157	0.636220	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	PAS {1.2.5}
166	PEAKS039234_BHLHA15_pwm.binary	Hif3a	BMAL1.H12CORE.0.PSM.A	250.933763	3.628527	134.739444	0.536952	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	PAS {1.2.5}
167	PEAKS039234_BHLHA15_pwm.binary	Hif3a	CLOCK.H12CORE.0.M.C	250.933763	23.303480	249.889119	0.995837	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	PAS {1.2.5}
168	PEAKS039234_BHLHA15_pwm.binary	Npas2	CLOCK.H12CORE.1.PS.A	250.933763	26.618703	167.462730	0.667358	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	PAS {1.2.5}
169	PEAKS039234_BHLHA15_pwm.binary	Npas2	NPAS2.H12CORE.0.M.B	250.933763	10.625139	171.301811	0.682657	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	PAS {1.2.5}
170	PEAKS039234_BHLHA15_pwm.binary	Npas2	NPAS2.H12CORE.1.M.C	250.933763	13.945958	178.686604	0.712087	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	PAS {1.2.5}
171	PEAKS039234_BHLHA15_pwm.binary	Npas3	NPAS2.H12CORE.2.S.B	250.933763	11.493572	163.450385	0.651369	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	PAS {1.2.5}
172	PEAKS039234_BHLHA15_pwm.binary	Npas4	NPAS4.H12CORE.0.P.B	250.933763	9.148152	161.116053	0.642066	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	PAS {1.2.5}
173	PEAKS039234_BHLHA15_pwm.binary	Sohlh2	SOLH2.H12CORE.0.S.C	250.933763	14.473821	170.639012	0.680016	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	PAS {1.2.5}
174	PEAKS039234_BHLHA15_pwm.binary	Max	MITF.H12CORE.0.P.B	250.933763	21.283376	178.845080	0.712718	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	bHLH-ZIP {1.2.6}
175	PEAKS039234_BHLHA15_pwm.binary	Max	TFE3.H12CORE.0.PSM.A	250.933763	9.555762	188.001929	0.749209	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	bHLH-ZIP {1.2.6}
176	PEAKS039234_BHLHA15_pwm.binary	Max	TFEB.H12CORE.0.SM.B	250.933763	19.291147	185.402083	0.738849	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	bHLH-ZIP {1.2.6}
177	PEAKS039234_BHLHA15_pwm.binary	Mga	TFEB.H12CORE.1.P.C	250.933763	35.878164	228.449691	0.910398	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	bHLH-ZIP {1.2.6}
178	PEAKS039234_BHLHA15_pwm.binary	Mga	TFEC.H12CORE.0.M.B	250.933763	7.359203	149.317733	0.595048	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	bHLH-ZIP {1.2.6}
179	PEAKS039234_BHLHA15_pwm.binary	Mitf	TFEC.H12CORE.1.SM.B	250.933763	11.916551	179.347793	0.714722	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	bHLH-ZIP {1.2.6}
180	PEAKS039234_BHLHA15_pwm.binary	Mlx	USF1.H12CORE.0.PSM.A	250.933763	33.729283	246.976517	0.984230	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	bHLH-ZIP {1.2.6}
181	PEAKS039234_BHLHA15_pwm.binary	Mlx	USF2.H12CORE.0.PSM.A	250.933763	16.956458	167.292114	0.666678	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	bHLH-ZIP {1.2.6}
182	PEAKS039234_BHLHA15_pwm.binary	Mlxipl	SRBP1.H12CORE.0.P.B	250.933763	10.199014	168.206175	0.670321	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	bHLH-ZIP {1.2.6}
183	PEAKS039234_BHLHA15_pwm.binary	Mnt	SRBP1.H12CORE.1.S.C	250.933763	25.843733	245.086139	0.976697	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	bHLH-ZIP {1.2.6}
184	PEAKS039234_BHLHA15_pwm.binary	Mxd4	SRBP2.H12CORE.0.S.B	250.933763	42.826202	308.162143	1.228062	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	bHLH-ZIP {1.2.6}
185	PEAKS039234_BHLHA15_pwm.binary	Mxi1	SRBP2.H12CORE.1.P.B	250.933763	17.606166	180.920377	0.720989	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	bHLH-ZIP {1.2.6}
186	PEAKS039234_BHLHA15_pwm.binary	Myc	SRBP2.H12CORE.2.M.C	250.933763	15.942553	185.641525	0.739803	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	bHLH-ZIP {1.2.6}
187	PEAKS039234_BHLHA15_pwm.binary	Mycn	MAX.H12CORE.0.PS.A	250.933763	16.355642	170.699926	0.680259	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	bHLH-ZIP {1.2.6}
188	PEAKS039234_BHLHA15_pwm.binary	Mycn	MAX.H12CORE.1.M.C	250.933763	4.108079	174.517975	0.695474	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	bHLH-ZIP {1.2.6}
189	PEAKS039234_BHLHA15_pwm.binary	Srebf1	MAX.H12CORE.2.S.C	250.933763	5.882775	167.512721	0.667558	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	bHLH-ZIP {1.2.6}
190	PEAKS039234_BHLHA15_pwm.binary	Srebf1	MYC.H12CORE.0.P.B	250.933763	8.290211	180.044779	0.717499	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	bHLH-ZIP {1.2.6}
191	PEAKS039234_BHLHA15_pwm.binary	Srebf2	MYCN.H12CORE.0.PS.A	250.933763	10.415477	171.314190	0.682707	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	bHLH-ZIP {1.2.6}
192	PEAKS039234_BHLHA15_pwm.binary	Srebf2	MYCN.H12CORE.1.M.C	250.933763	6.550698	167.715731	0.668367	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	bHLH-ZIP {1.2.6}
193	PEAKS039234_BHLHA15_pwm.binary	Srebf2	MLX.H12CORE.0.PM.A	250.933763	3.491413	175.494638	0.699366	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	bHLH-ZIP {1.2.6}
194	PEAKS039234_BHLHA15_pwm.binary	Tfe3	MLX.H12CORE.1.SM.B	250.933763	8.208474	170.606244	0.679886	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	bHLH-ZIP {1.2.6}
195	PEAKS039234_BHLHA15_pwm.binary	Tfeb	MLXPL.H12CORE.0.S.B	250.933763	11.953579	164.935321	0.657286	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	bHLH-ZIP {1.2.6}
196	PEAKS039234_BHLHA15_pwm.binary	Tfeb	MGAP.H12CORE.0.P.C	250.933763	8.063724	172.654120	0.688047	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	bHLH-ZIP {1.2.6}
197	PEAKS039234_BHLHA15_pwm.binary	Tfec	MGAP.H12CORE.1.S.B	250.933763	5.644756	160.795158	0.640787	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	bHLH-ZIP {1.2.6}
198	PEAKS039234_BHLHA15_pwm.binary	Tfec	MNT.H12CORE.0.PS.A	250.933763	12.167830	179.441210	0.715094	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	bHLH-ZIP {1.2.6}
199	PEAKS039234_BHLHA15_pwm.binary	Usf1	MAD4.H12CORE.0.P.C	250.933763	15.410806	188.280469	0.750319	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	bHLH-ZIP {1.2.6}
200	PEAKS039234_BHLHA15_pwm.binary	Usf2	MXI1.H12CORE.0.P.B	250.933763	12.856280	169.292206	0.674649	1.000000		Basic helix-loop-helix factors (bHLH) {1.2}	bHLH-ZIP {1.2.6}
201	PEAKS039234_BHLHA15_pwm.binary	Tfap2a	AP2A.H12CORE.0.PSM.A	250.933763	7.233790	158.055241	0.629868	1.000000		Basic helix-span-helix factors (bHSH) {1.3}	AP-2 {1.3.1}
202	PEAKS039234_BHLHA15_pwm.binary	Tfap2b	AP2B.H12CORE.0.SM.B	250.933763	7.750484	153.626975	0.612221	1.000000		Basic helix-span-helix factors (bHSH) {1.3}	AP-2 {1.3.1}
203	PEAKS039234_BHLHA15_pwm.binary	Tfap2c	AP2C.H12CORE.0.PSM.A	250.933763	8.845516	156.987626	0.625614	1.000000		Basic helix-span-helix factors (bHSH) {1.3}	AP-2 {1.3.1}
204	PEAKS039234_BHLHA15_pwm.binary	Tfap2e	AP2E.H12CORE.0.SM.B	250.933763	5.876940	150.778174	0.600868	1.000000		Basic helix-span-helix factors (bHSH) {1.3}	AP-2 {1.3.1}
205	PEAKS039234_BHLHA15_pwm.binary	Ar	ANDR.H12CORE.0.P.B	250.933763	13.035612	164.135450	0.654099	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Steroid hormone receptors {2.1.1}
206	PEAKS039234_BHLHA15_pwm.binary	Ar	ANDR.H12CORE.2.P.B	250.933763	3.815737	163.595361	0.651946	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Steroid hormone receptors {2.1.1}
207	PEAKS039234_BHLHA15_pwm.binary	Esr1	GCR.H12CORE.0.PS.A	250.933763	6.261986	176.056934	0.701607	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Steroid hormone receptors {2.1.1}
208	PEAKS039234_BHLHA15_pwm.binary	Esr1	GCR.H12CORE.1.S.B	250.933763	46.712782	298.820529	1.190834	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Steroid hormone receptors {2.1.1}
209	PEAKS039234_BHLHA15_pwm.binary	Esr2	MCR.H12CORE.0.S.B	250.933763	6.180604	164.344324	0.654931	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Steroid hormone receptors {2.1.1}
210	PEAKS039234_BHLHA15_pwm.binary	Esrra	MCR.H12CORE.1.SM.B	250.933763	7.982955	199.815164	0.796286	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Steroid hormone receptors {2.1.1}
211	PEAKS039234_BHLHA15_pwm.binary	Esrrb	PRGR.H12CORE.0.P.B	250.933763	5.917337	175.594218	0.699763	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Steroid hormone receptors {2.1.1}
212	PEAKS039234_BHLHA15_pwm.binary	Esrrg	ESR1.H12CORE.0.P.B	250.933763	8.246226	177.547049	0.707545	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Steroid hormone receptors {2.1.1}
213	PEAKS039234_BHLHA15_pwm.binary	Nr3c1	ESR1.H12CORE.1.P.B	250.933763	10.776172	155.350972	0.619092	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Steroid hormone receptors {2.1.1}
214	PEAKS039234_BHLHA15_pwm.binary	Nr3c1	ESR2.H12CORE.0.P.B	250.933763	47.503683	273.445629	1.089712	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Steroid hormone receptors {2.1.1}
215	PEAKS039234_BHLHA15_pwm.binary	Nr3c2	ERR1.H12CORE.0.PSM.A	250.933763	10.276685	157.242818	0.626631	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Steroid hormone receptors {2.1.1}
216	PEAKS039234_BHLHA15_pwm.binary	Nr3c2	ERR2.H12CORE.0.PSM.A	250.933763	55.224435	317.038351	1.263434	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Steroid hormone receptors {2.1.1}
217	PEAKS039234_BHLHA15_pwm.binary	Pgr	ERR3.H12CORE.0.PSM.A	250.933763	13.372759	167.546704	0.667693	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Steroid hormone receptors {2.1.1}
218	PEAKS039234_BHLHA15_pwm.binary	Nr1d1	RARA.H12CORE.0.PSM.A	250.933763	12.943204	170.063375	0.677722	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Thyroid hormone receptor-related {2.1.2}
219	PEAKS039234_BHLHA15_pwm.binary	Nr1d1	RARA.H12CORE.1.P.B	250.933763	10.517333	164.272622	0.654645	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Thyroid hormone receptor-related {2.1.2}
220	PEAKS039234_BHLHA15_pwm.binary	Nr1d2	RARA.H12CORE.2.P.B	250.933763	11.832761	147.970578	0.589680	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Thyroid hormone receptor-related {2.1.2}
221	PEAKS039234_BHLHA15_pwm.binary	Nr1d2	RARA.H12CORE.3.P.B	250.933763	7.796728	169.557028	0.675704	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Thyroid hormone receptor-related {2.1.2}
222	PEAKS039234_BHLHA15_pwm.binary	Nr1h2	RARB.H12CORE.0.SM.B	250.933763	9.277249	169.360451	0.674921	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Thyroid hormone receptor-related {2.1.2}
223	PEAKS039234_BHLHA15_pwm.binary	Nr1h2	RARB.H12CORE.1.P.B	250.933763	16.013027	167.724422	0.668401	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Thyroid hormone receptor-related {2.1.2}
224	PEAKS039234_BHLHA15_pwm.binary	Nr1h3	RARG.H12CORE.0.P.B	250.933763	13.396409	167.815512	0.668764	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Thyroid hormone receptor-related {2.1.2}
225	PEAKS039234_BHLHA15_pwm.binary	Nr1h3	RARG.H12CORE.1.PSM.A	250.933763	10.860937	174.242843	0.694378	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Thyroid hormone receptor-related {2.1.2}
226	PEAKS039234_BHLHA15_pwm.binary	Nr1h4	RARG.H12CORE.2.SM.B	250.933763	8.835780	166.728374	0.664432	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Thyroid hormone receptor-related {2.1.2}
227	PEAKS039234_BHLHA15_pwm.binary	Nr1h4	RARG.H12CORE.3.S.B	250.933763	8.798646	162.381620	0.647109	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Thyroid hormone receptor-related {2.1.2}
228	PEAKS039234_BHLHA15_pwm.binary	Nr1i2	THA.H12CORE.0.P.B	250.933763	4.018372	158.213846	0.630500	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Thyroid hormone receptor-related {2.1.2}
229	PEAKS039234_BHLHA15_pwm.binary	Nr1i2	THA.H12CORE.2.S.B	250.933763	9.776507	176.942435	0.705136	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Thyroid hormone receptor-related {2.1.2}
230	PEAKS039234_BHLHA15_pwm.binary	Nr1i3	THB.H12CORE.0.P.B	250.933763	28.536996	179.598388	0.715720	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Thyroid hormone receptor-related {2.1.2}
231	PEAKS039234_BHLHA15_pwm.binary	Nr1i3	THB.H12CORE.1.PSM.A	250.933763	8.930216	174.935416	0.697138	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Thyroid hormone receptor-related {2.1.2}
232	PEAKS039234_BHLHA15_pwm.binary	Nr1i3	THB.H12CORE.2.SM.B	250.933763	13.037468	176.957896	0.705198	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Thyroid hormone receptor-related {2.1.2}
233	PEAKS039234_BHLHA15_pwm.binary	Ppara	THB.H12CORE.3.S.C	250.933763	6.982682	175.995167	0.701361	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Thyroid hormone receptor-related {2.1.2}
234	PEAKS039234_BHLHA15_pwm.binary	Ppara	NR1D1.H12CORE.0.P.B	250.933763	44.222751	320.931426	1.278949	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Thyroid hormone receptor-related {2.1.2}
235	PEAKS039234_BHLHA15_pwm.binary	Ppard	NR1D1.H12CORE.1.SM.B	250.933763	9.404823	166.371309	0.663009	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Thyroid hormone receptor-related {2.1.2}
236	PEAKS039234_BHLHA15_pwm.binary	Pparg	NR1D2.H12CORE.0.P.B	250.933763	8.311231	161.205156	0.642421	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Thyroid hormone receptor-related {2.1.2}
237	PEAKS039234_BHLHA15_pwm.binary	Pparg	NR1D2.H12CORE.1.SM.B	250.933763	17.080427	176.548183	0.703565	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Thyroid hormone receptor-related {2.1.2}
238	PEAKS039234_BHLHA15_pwm.binary	Rara	NR1I2.H12CORE.0.M.C	250.933763	3.834840	175.065117	0.697655	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Thyroid hormone receptor-related {2.1.2}
239	PEAKS039234_BHLHA15_pwm.binary	Rara	NR1I2.H12CORE.1.S.C	250.933763	5.369216	148.876949	0.593292	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Thyroid hormone receptor-related {2.1.2}
240	PEAKS039234_BHLHA15_pwm.binary	Rara	NR1I3.H12CORE.0.P.B	250.933763	9.692025	158.836425	0.632981	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Thyroid hormone receptor-related {2.1.2}
241	PEAKS039234_BHLHA15_pwm.binary	Rara	NR1I3.H12CORE.1.PSM.A	250.933763	1.161286	174.692513	0.696170	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Thyroid hormone receptor-related {2.1.2}
242	PEAKS039234_BHLHA15_pwm.binary	Rarb	NR1I3.H12CORE.2.M.C	250.933763	16.191446	227.934544	0.908345	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Thyroid hormone receptor-related {2.1.2}
243	PEAKS039234_BHLHA15_pwm.binary	Rarb	VDR.H12CORE.0.PS.A	250.933763	5.472383	154.468532	0.615575	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Thyroid hormone receptor-related {2.1.2}
244	PEAKS039234_BHLHA15_pwm.binary	Rarg	VDR.H12CORE.1.PS.A	250.933763	9.638962	166.856915	0.664944	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Thyroid hormone receptor-related {2.1.2}
245	PEAKS039234_BHLHA15_pwm.binary	Rarg	PPARA.H12CORE.0.P.B	250.933763	4.562000	154.384845	0.615241	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Thyroid hormone receptor-related {2.1.2}
246	PEAKS039234_BHLHA15_pwm.binary	Rarg	PPARA.H12CORE.1.P.B	250.933763	4.852890	153.626775	0.612220	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Thyroid hormone receptor-related {2.1.2}
247	PEAKS039234_BHLHA15_pwm.binary	Rarg	PPARD.H12CORE.0.PSM.A	250.933763	9.353183	175.113955	0.697849	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Thyroid hormone receptor-related {2.1.2}
248	PEAKS039234_BHLHA15_pwm.binary	Rora	PPARG.H12CORE.0.P.B	250.933763	14.828402	160.706670	0.640435	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Thyroid hormone receptor-related {2.1.2}
249	PEAKS039234_BHLHA15_pwm.binary	Rorb	PPARG.H12CORE.1.P.B	250.933763	13.142949	170.308385	0.678699	1.000000		Nuclear receptors with C4 zinc fingers {2.1}	Thyroid hormone receptor-related {2.1.2}
