# Partner motif	Anchor	Partner TF	Partner Motif	Anchor pAUC	Partner pAUC	A&P pAUC	Ratio		Partner Class	Partner Family
518	PEAKS039234_BHLHA15_pwm.binary	Znf787	ZN787.H12CORE.0.M.C	7.557501	1.220443	6.956683	0.920500		C2H2 zinc finger factors {2.3}	Multiple dispersed zinc fingers {2.3.4}
519	PEAKS039234_BHLHA15_pwm.binary	Znf787	ZN787.H12CORE.1.S.C	7.557501	1.401447	6.978328	0.923364		C2H2 zinc finger factors {2.3}	Multiple dispersed zinc fingers {2.3.4}
520	PEAKS039234_BHLHA15_pwm.binary	Znf8	ZNF8.H12CORE.0.P.C	7.557501	1.805550	7.014105	0.928098		C2H2 zinc finger factors {2.3}	Multiple dispersed zinc fingers {2.3.4}
521	PEAKS039234_BHLHA15_pwm.binary	Znf8	ZNF8.H12CORE.1.P.B	7.557501	1.680798	7.266441	0.961487		C2H2 zinc finger factors {2.3}	Multiple dispersed zinc fingers {2.3.4}
522	PEAKS039234_BHLHA15_pwm.binary	Dmrt1	DMRT1.H12CORE.0.PS.A	7.557501	1.379268	7.123150	0.942527		DM-type intertwined zinc finger factors {2.5}	DMRT {2.5.1}
523	PEAKS039234_BHLHA15_pwm.binary	Dmrt1	DMRT1.H12CORE.1.M.C	7.557501	1.642623	7.257512	0.960306		DM-type intertwined zinc finger factors {2.5}	DMRT {2.5.1}
524	PEAKS039234_BHLHA15_pwm.binary	Dmrt3	DMRT3.H12CORE.0.S.C	7.557501	1.430452	7.291967	0.964865		DM-type intertwined zinc finger factors {2.5}	DMRT {2.5.1}
525	PEAKS039234_BHLHA15_pwm.binary	Dmrta1	DMRTA.H12CORE.0.SM.B	7.557501	1.651734	7.293204	0.965029		DM-type intertwined zinc finger factors {2.5}	DMRT {2.5.1}
526	PEAKS039234_BHLHA15_pwm.binary	Dmrta2	DMTA2.H12CORE.0.SM.B	7.557501	1.619137	7.282858	0.963660		DM-type intertwined zinc finger factors {2.5}	DMRT {2.5.1}
527	PEAKS039234_BHLHA15_pwm.binary	Dmrtb1	DMRTB.H12CORE.0.P.C	7.557501	1.613618	7.186002	0.950844		DM-type intertwined zinc finger factors {2.5}	DMRT {2.5.1}
528	PEAKS039234_BHLHA15_pwm.binary	Dmrtc2	DMRTD.H12CORE.0.SM.B	7.557501	1.689450	7.168292	0.948500		DM-type intertwined zinc finger factors {2.5}	DMRT {2.5.1}
529	PEAKS039234_BHLHA15_pwm.binary	Kmt2a	KMT2A.H12CORE.0.P.B	7.557501	0.336032	6.925040	0.916314		CXXC zinc finger factors {2.6}	CpG-binding {2.6.1}
530	PEAKS039234_BHLHA15_pwm.binary	Thap1	THAP1.H12CORE.0.P.B	7.557501	1.708985	6.977277	0.923225		C2CH THAP-type zinc finger factors {2.9}	THAP {2.9.1}
531	PEAKS039234_BHLHA15_pwm.binary	Cdx1	CDX1.H12CORE.0.M.B	7.557501	1.448870	7.237839	0.957703		Homeo domain factors {3.1}	HOX-related {3.1.1}
532	PEAKS039234_BHLHA15_pwm.binary	Cdx1	CDX1.H12CORE.1.S.B	7.557501	1.369389	7.241545	0.958193		Homeo domain factors {3.1}	HOX-related {3.1.1}
533	PEAKS039234_BHLHA15_pwm.binary	Cdx2	CDX2.H12CORE.0.PS.A	7.557501	1.327061	7.233020	0.957065		Homeo domain factors {3.1}	HOX-related {3.1.1}
534	PEAKS039234_BHLHA15_pwm.binary	Cdx2	CDX2.H12CORE.1.M.C	7.557501	1.355980	7.167129	0.948346		Homeo domain factors {3.1}	HOX-related {3.1.1}
535	PEAKS039234_BHLHA15_pwm.binary	Cdx4	CDX4.H12CORE.0.S.C	7.557501	1.323088	7.254187	0.959866		Homeo domain factors {3.1}	HOX-related {3.1.1}
536	PEAKS039234_BHLHA15_pwm.binary	Cdx4	CDX4.H12CORE.1.M.C	7.557501	1.491407	7.242913	0.958374		Homeo domain factors {3.1}	HOX-related {3.1.1}
537	PEAKS039234_BHLHA15_pwm.binary	Evx1	EVX1.H12CORE.0.SM.B	7.557501	1.481027	7.224069	0.955881		Homeo domain factors {3.1}	HOX-related {3.1.1}
538	PEAKS039234_BHLHA15_pwm.binary	Evx2	EVX2.H12CORE.0.SM.B	7.557501	1.545351	7.201607	0.952909		Homeo domain factors {3.1}	HOX-related {3.1.1}
539	PEAKS039234_BHLHA15_pwm.binary	Evx2	EVX2.H12CORE.1.S.B	7.557501	1.168725	7.181396	0.950234		Homeo domain factors {3.1}	HOX-related {3.1.1}
540	PEAKS039234_BHLHA15_pwm.binary	Gbx1	GBX1.H12CORE.0.S.B	7.557501	1.402336	7.122376	0.942425		Homeo domain factors {3.1}	HOX-related {3.1.1}
541	PEAKS039234_BHLHA15_pwm.binary	Gbx1	GBX1.H12CORE.1.S.B	7.557501	1.062102	7.178071	0.949794		Homeo domain factors {3.1}	HOX-related {3.1.1}
542	PEAKS039234_BHLHA15_pwm.binary	Gbx2	GBX2.H12CORE.0.SM.B	7.557501	1.361430	7.132857	0.943812		Homeo domain factors {3.1}	HOX-related {3.1.1}
543	PEAKS039234_BHLHA15_pwm.binary	Gbx2	GBX2.H12CORE.1.S.B	7.557501	0.931213	7.214379	0.954598		Homeo domain factors {3.1}	HOX-related {3.1.1}
544	PEAKS039234_BHLHA15_pwm.binary	Gsx1	GSX1.H12CORE.0.SM.B	7.557501	1.502793	7.209109	0.953901		Homeo domain factors {3.1}	HOX-related {3.1.1}
545	PEAKS039234_BHLHA15_pwm.binary	Gsx2	GSX2.H12CORE.0.SM.B	7.557501	1.452521	7.125918	0.942893		Homeo domain factors {3.1}	HOX-related {3.1.1}
546	PEAKS039234_BHLHA15_pwm.binary	Hoxa1	HXA1.H12CORE.0.SM.B	7.557501	1.536952	7.180875	0.950165		Homeo domain factors {3.1}	HOX-related {3.1.1}
547	PEAKS039234_BHLHA15_pwm.binary	Hoxa1	HXA1.H12CORE.1.S.B	7.557501	1.203632	7.211306	0.954192		Homeo domain factors {3.1}	HOX-related {3.1.1}
548	PEAKS039234_BHLHA15_pwm.binary	Hoxa10	HXA10.H12CORE.0.S.B	7.557501	1.463970	7.218527	0.955147		Homeo domain factors {3.1}	HOX-related {3.1.1}
549	PEAKS039234_BHLHA15_pwm.binary	Hoxa10	HXA10.H12CORE.1.M.B	7.557501	1.435482	7.187203	0.951003		Homeo domain factors {3.1}	HOX-related {3.1.1}
550	PEAKS039234_BHLHA15_pwm.binary	Hoxa11	HXA11.H12CORE.0.PS.A	7.557501	1.280130	7.237467	0.957654		Homeo domain factors {3.1}	HOX-related {3.1.1}
551	PEAKS039234_BHLHA15_pwm.binary	Hoxa11	HXA11.H12CORE.1.SM.B	7.557501	1.545838	7.197427	0.952355		Homeo domain factors {3.1}	HOX-related {3.1.1}
552	PEAKS039234_BHLHA15_pwm.binary	Hoxa13	HXA13.H12CORE.0.P.B	7.557501	1.295141	7.175520	0.949457		Homeo domain factors {3.1}	HOX-related {3.1.1}
553	PEAKS039234_BHLHA15_pwm.binary	Hoxa13	HXA13.H12CORE.1.SM.B	7.557501	1.470792	7.228660	0.956488		Homeo domain factors {3.1}	HOX-related {3.1.1}
554	PEAKS039234_BHLHA15_pwm.binary	Hoxa2	HXA2.H12CORE.0.SM.B	7.557501	1.461560	7.126544	0.942976		Homeo domain factors {3.1}	HOX-related {3.1.1}
555	PEAKS039234_BHLHA15_pwm.binary	Hoxa4	HXA4.H12CORE.0.SM.B	7.557501	1.466660	7.226669	0.956225		Homeo domain factors {3.1}	HOX-related {3.1.1}
556	PEAKS039234_BHLHA15_pwm.binary	Hoxa5	HXA5.H12CORE.0.SM.B	7.557501	1.493099	7.185039	0.950716		Homeo domain factors {3.1}	HOX-related {3.1.1}
557	PEAKS039234_BHLHA15_pwm.binary	Hoxa6	HXA6.H12CORE.0.SM.B	7.557501	1.408739	7.164371	0.947981		Homeo domain factors {3.1}	HOX-related {3.1.1}
558	PEAKS039234_BHLHA15_pwm.binary	Hoxa7	HXA7.H12CORE.0.SM.B	7.557501	1.413148	7.192349	0.951684		Homeo domain factors {3.1}	HOX-related {3.1.1}
559	PEAKS039234_BHLHA15_pwm.binary	Hoxa9	HXA9.H12CORE.0.P.B	7.557501	1.477947	7.284327	0.963854		Homeo domain factors {3.1}	HOX-related {3.1.1}
560	PEAKS039234_BHLHA15_pwm.binary	Hoxa9	HXA9.H12CORE.1.SM.B	7.557501	1.495099	7.219034	0.955214		Homeo domain factors {3.1}	HOX-related {3.1.1}
561	PEAKS039234_BHLHA15_pwm.binary	Hoxa9	HXA9.H12CORE.2.P.B	7.557501	1.333076	7.169143	0.948613		Homeo domain factors {3.1}	HOX-related {3.1.1}
562	PEAKS039234_BHLHA15_pwm.binary	Hoxb1	HXB1.H12CORE.0.SM.B	7.557501	1.546122	7.155153	0.946762		Homeo domain factors {3.1}	HOX-related {3.1.1}
563	PEAKS039234_BHLHA15_pwm.binary	Hoxb13	HXB13.H12CORE.0.PS.A	7.557501	1.465369	7.173679	0.949213		Homeo domain factors {3.1}	HOX-related {3.1.1}
564	PEAKS039234_BHLHA15_pwm.binary	Hoxb13	HXB13.H12CORE.1.SM.B	7.557501	1.569728	7.209914	0.954008		Homeo domain factors {3.1}	HOX-related {3.1.1}
565	PEAKS039234_BHLHA15_pwm.binary	Hoxb2	HXB2.H12CORE.0.SM.B	7.557501	1.512172	7.168351	0.948508		Homeo domain factors {3.1}	HOX-related {3.1.1}
566	PEAKS039234_BHLHA15_pwm.binary	Hoxb3	HXB3.H12CORE.0.S.B	7.557501	1.569047	7.260754	0.960735		Homeo domain factors {3.1}	HOX-related {3.1.1}
567	PEAKS039234_BHLHA15_pwm.binary	Hoxb4	HXB4.H12CORE.0.P.B	7.557501	1.719076	7.088997	0.938008		Homeo domain factors {3.1}	HOX-related {3.1.1}
568	PEAKS039234_BHLHA15_pwm.binary	Hoxb4	HXB4.H12CORE.1.PSM.A	7.557501	1.455841	7.240143	0.958007		Homeo domain factors {3.1}	HOX-related {3.1.1}
569	PEAKS039234_BHLHA15_pwm.binary	Hoxb5	HXB5.H12CORE.0.SM.B	7.557501	1.451193	7.170500	0.948792		Homeo domain factors {3.1}	HOX-related {3.1.1}
570	PEAKS039234_BHLHA15_pwm.binary	Hoxb6	HXB6.H12CORE.0.SM.B	7.557501	1.495377	7.231586	0.956875		Homeo domain factors {3.1}	HOX-related {3.1.1}
571	PEAKS039234_BHLHA15_pwm.binary	Hoxb7	HXB7.H12CORE.0.P.C	7.557501	1.444838	7.132294	0.943737		Homeo domain factors {3.1}	HOX-related {3.1.1}
572	PEAKS039234_BHLHA15_pwm.binary	Hoxb7	HXB7.H12CORE.1.SM.B	7.557501	1.585438	7.219237	0.955241		Homeo domain factors {3.1}	HOX-related {3.1.1}
573	PEAKS039234_BHLHA15_pwm.binary	Hoxb8	HXB8.H12CORE.0.PSM.A	7.557501	1.405179	7.225502	0.956070		Homeo domain factors {3.1}	HOX-related {3.1.1}
574	PEAKS039234_BHLHA15_pwm.binary	Hoxb9	HXB9.H12CORE.0.S.C	7.557501	1.520065	7.164170	0.947955		Homeo domain factors {3.1}	HOX-related {3.1.1}
575	PEAKS039234_BHLHA15_pwm.binary	Hoxb9	HXB9.H12CORE.1.M.C	7.557501	1.448524	7.118547	0.941918		Homeo domain factors {3.1}	HOX-related {3.1.1}
576	PEAKS039234_BHLHA15_pwm.binary	Hoxc10	HXC10.H12CORE.0.P.B	7.557501	1.344266	7.005549	0.926966		Homeo domain factors {3.1}	HOX-related {3.1.1}
577	PEAKS039234_BHLHA15_pwm.binary	Hoxc10	HXC10.H12CORE.1.S.B	7.557501	1.429953	7.185383	0.950762		Homeo domain factors {3.1}	HOX-related {3.1.1}
578	PEAKS039234_BHLHA15_pwm.binary	Hoxc10	HXC10.H12CORE.2.SM.B	7.557501	1.450441	7.224803	0.955978		Homeo domain factors {3.1}	HOX-related {3.1.1}
579	PEAKS039234_BHLHA15_pwm.binary	Hoxc11	HXC11.H12CORE.0.SM.B	7.557501	1.504550	7.153101	0.946490		Homeo domain factors {3.1}	HOX-related {3.1.1}
580	PEAKS039234_BHLHA15_pwm.binary	Hoxc11	HXC11.H12CORE.1.S.B	7.557501	1.499375	7.190282	0.951410		Homeo domain factors {3.1}	HOX-related {3.1.1}
581	PEAKS039234_BHLHA15_pwm.binary	Hoxc12	HXC12.H12CORE.0.SM.B	7.557501	1.554201	7.192516	0.951706		Homeo domain factors {3.1}	HOX-related {3.1.1}
582	PEAKS039234_BHLHA15_pwm.binary	Hoxc13	HXC13.H12CORE.0.SM.B	7.557501	1.520621	7.217000	0.954945		Homeo domain factors {3.1}	HOX-related {3.1.1}
583	PEAKS039234_BHLHA15_pwm.binary	Hoxc4	HXC4.H12CORE.0.SM.B	7.557501	1.430484	7.212279	0.954321		Homeo domain factors {3.1}	HOX-related {3.1.1}
584	PEAKS039234_BHLHA15_pwm.binary	Hoxc8	HXC8.H12CORE.0.SM.B	7.557501	1.503511	7.201278	0.952865		Homeo domain factors {3.1}	HOX-related {3.1.1}
585	PEAKS039234_BHLHA15_pwm.binary	Hoxc9	HXC9.H12CORE.0.P.B	7.557501	1.511476	7.283582	0.963755		Homeo domain factors {3.1}	HOX-related {3.1.1}
586	PEAKS039234_BHLHA15_pwm.binary	Hoxc9	HXC9.H12CORE.1.S.C	7.557501	1.458612	7.190254	0.951406		Homeo domain factors {3.1}	HOX-related {3.1.1}
587	PEAKS039234_BHLHA15_pwm.binary	Hoxc9	HXC9.H12CORE.2.M.C	7.557501	1.387341	7.161041	0.947541		Homeo domain factors {3.1}	HOX-related {3.1.1}
588	PEAKS039234_BHLHA15_pwm.binary	Hoxd1	HXD1.H12CORE.0.SM.B	7.557501	1.267338	7.165438	0.948123		Homeo domain factors {3.1}	HOX-related {3.1.1}
589	PEAKS039234_BHLHA15_pwm.binary	Hoxd10	HXD10.H12CORE.0.SM.B	7.557501	1.512966	7.170302	0.948766		Homeo domain factors {3.1}	HOX-related {3.1.1}
590	PEAKS039234_BHLHA15_pwm.binary	Hoxd11	HXD11.H12CORE.0.PS.A	7.557501	1.433037	7.156854	0.946987		Homeo domain factors {3.1}	HOX-related {3.1.1}
591	PEAKS039234_BHLHA15_pwm.binary	Hoxd11	HXD11.H12CORE.1.SM.B	7.557501	1.285394	7.326432	0.969425		Homeo domain factors {3.1}	HOX-related {3.1.1}
592	PEAKS039234_BHLHA15_pwm.binary	Hoxd12	HXD12.H12CORE.0.SM.B	7.557501	1.475776	7.219565	0.955285		Homeo domain factors {3.1}	HOX-related {3.1.1}
593	PEAKS039234_BHLHA15_pwm.binary	Hoxd13	HXD13.H12CORE.0.PS.A	7.557501	1.398684	7.172621	0.949073		Homeo domain factors {3.1}	HOX-related {3.1.1}
594	PEAKS039234_BHLHA15_pwm.binary	Hoxd13	HXD13.H12CORE.1.SM.B	7.557501	1.594616	7.215545	0.954753		Homeo domain factors {3.1}	HOX-related {3.1.1}
595	PEAKS039234_BHLHA15_pwm.binary	Hoxd3	HXD3.H12CORE.0.SM.B	7.557501	1.397543	7.099290	0.939370		Homeo domain factors {3.1}	HOX-related {3.1.1}
596	PEAKS039234_BHLHA15_pwm.binary	Hoxd4	HXD4.H12CORE.0.SM.B	7.557501	1.500439	7.220938	0.955466		Homeo domain factors {3.1}	HOX-related {3.1.1}
597	PEAKS039234_BHLHA15_pwm.binary	Hoxd8	HXD8.H12CORE.0.SM.B	7.557501	1.487790	7.224403	0.955925		Homeo domain factors {3.1}	HOX-related {3.1.1}
598	PEAKS039234_BHLHA15_pwm.binary	Hoxd9	HXD9.H12CORE.0.SM.B	7.557501	1.438841	7.168809	0.948569		Homeo domain factors {3.1}	HOX-related {3.1.1}
599	PEAKS039234_BHLHA15_pwm.binary	Meox1	MEOX1.H12CORE.0.SM.B	7.557501	1.450962	7.146528	0.945620		Homeo domain factors {3.1}	HOX-related {3.1.1}
600	PEAKS039234_BHLHA15_pwm.binary	Meox2	MEOX2.H12CORE.0.SM.B	7.557501	1.533075	7.202577	0.953037		Homeo domain factors {3.1}	HOX-related {3.1.1}
601	PEAKS039234_BHLHA15_pwm.binary	Mnx1	MNX1.H12CORE.0.SM.B	7.557501	1.385408	7.152912	0.946465		Homeo domain factors {3.1}	HOX-related {3.1.1}
602	PEAKS039234_BHLHA15_pwm.binary	Pdx1	PDX1.H12CORE.0.P.B	7.557501	1.605872	7.181925	0.950304		Homeo domain factors {3.1}	HOX-related {3.1.1}
603	PEAKS039234_BHLHA15_pwm.binary	Pdx1	PDX1.H12CORE.1.PSM.A	7.557501	1.489119	7.148775	0.945918		Homeo domain factors {3.1}	HOX-related {3.1.1}
604	PEAKS039234_BHLHA15_pwm.binary	Hmbox1	HMBX1.H12CORE.0.PSM.A	7.557501	1.900058	6.990919	0.925030		Homeo domain factors {3.1}	POU {3.1.10}
605	PEAKS039234_BHLHA15_pwm.binary	Hnf1a	HNF1A.H12CORE.0.PS.A	7.557501	1.678173	7.432975	0.983523		Homeo domain factors {3.1}	POU {3.1.10}
606	PEAKS039234_BHLHA15_pwm.binary	Hnf1b	HNF1B.H12CORE.0.PS.A	7.557501	1.649414	7.454584	0.986382		Homeo domain factors {3.1}	POU {3.1.10}
607	PEAKS039234_BHLHA15_pwm.binary	Hnf1b	HNF1B.H12CORE.1.P.D	7.557501	1.757939	7.352491	0.972873		Homeo domain factors {3.1}	POU {3.1.10}
608	PEAKS039234_BHLHA15_pwm.binary	Pou1f1	PIT1.H12CORE.0.SM.B	7.557501	1.612961	7.250502	0.959378		Homeo domain factors {3.1}	POU {3.1.10}
609	PEAKS039234_BHLHA15_pwm.binary	Pou1f1	PIT1.H12CORE.1.S.B	7.557501	1.349114	7.342112	0.971500		Homeo domain factors {3.1}	POU {3.1.10}
610	PEAKS039234_BHLHA15_pwm.binary	Pou2f1	PO2F1.H12CORE.0.PS.A	7.557501	1.495723	7.337224	0.970853		Homeo domain factors {3.1}	POU {3.1.10}
611	PEAKS039234_BHLHA15_pwm.binary	Pou2f2	PO2F2.H12CORE.0.PSM.A	7.557501	1.556829	7.306025	0.966725		Homeo domain factors {3.1}	POU {3.1.10}
612	PEAKS039234_BHLHA15_pwm.binary	Pou2f2	PO2F2.H12CORE.1.M.C	7.557501	1.614846	7.292027	0.964873		Homeo domain factors {3.1}	POU {3.1.10}
613	PEAKS039234_BHLHA15_pwm.binary	Pou2f2	PO2F2.H12CORE.2.S.B	7.557501	1.569424	7.287733	0.964305		Homeo domain factors {3.1}	POU {3.1.10}
614	PEAKS039234_BHLHA15_pwm.binary	Pou2f3	PO2F3.H12CORE.0.PS.A	7.557501	1.828575	7.232347	0.956976		Homeo domain factors {3.1}	POU {3.1.10}
615	PEAKS039234_BHLHA15_pwm.binary	Pou2f3	PO2F3.H12CORE.1.S.C	7.557501	1.539505	7.259632	0.960586		Homeo domain factors {3.1}	POU {3.1.10}
616	PEAKS039234_BHLHA15_pwm.binary	Pou3f1	PO3F1.H12CORE.0.P.B	7.557501	1.465548	7.278156	0.963037		Homeo domain factors {3.1}	POU {3.1.10}
617	PEAKS039234_BHLHA15_pwm.binary	Pou3f1	PO3F1.H12CORE.1.PS.A	7.557501	1.149746	7.238766	0.957825		Homeo domain factors {3.1}	POU {3.1.10}
618	PEAKS039234_BHLHA15_pwm.binary	Pou3f1	PO3F1.H12CORE.2.S.C	7.557501	1.405850	7.214755	0.954648		Homeo domain factors {3.1}	POU {3.1.10}
619	PEAKS039234_BHLHA15_pwm.binary	Pou3f1	PO3F1.H12CORE.3.M.C	7.557501	1.544028	7.321321	0.968749		Homeo domain factors {3.1}	POU {3.1.10}
620	PEAKS039234_BHLHA15_pwm.binary	Pou3f2	PO3F2.H12CORE.0.P.B	7.557501	1.314476	7.225677	0.956093		Homeo domain factors {3.1}	POU {3.1.10}
621	PEAKS039234_BHLHA15_pwm.binary	Pou3f2	PO3F2.H12CORE.1.S.B	7.557501	1.339786	7.248907	0.959167		Homeo domain factors {3.1}	POU {3.1.10}
622	PEAKS039234_BHLHA15_pwm.binary	Pou3f2	PO3F2.H12CORE.2.SM.B	7.557501	1.629479	7.266199	0.961455		Homeo domain factors {3.1}	POU {3.1.10}
623	PEAKS039234_BHLHA15_pwm.binary	Pou3f3	PO3F3.H12CORE.0.P.C	7.557501	1.528192	7.309975	0.967248		Homeo domain factors {3.1}	POU {3.1.10}
624	PEAKS039234_BHLHA15_pwm.binary	Pou3f3	PO3F3.H12CORE.1.P.C	7.557501	1.344470	7.270822	0.962067		Homeo domain factors {3.1}	POU {3.1.10}
625	PEAKS039234_BHLHA15_pwm.binary	Pou3f3	PO3F3.H12CORE.2.S.B	7.557501	1.479985	7.251974	0.959573		Homeo domain factors {3.1}	POU {3.1.10}
626	PEAKS039234_BHLHA15_pwm.binary	Pou3f4	PO3F4.H12CORE.0.SM.B	7.557501	1.777605	7.332835	0.970272		Homeo domain factors {3.1}	POU {3.1.10}
627	PEAKS039234_BHLHA15_pwm.binary	Pou4f1	PO4F1.H12CORE.0.S.B	7.557501	1.324845	7.237848	0.957704		Homeo domain factors {3.1}	POU {3.1.10}
628	PEAKS039234_BHLHA15_pwm.binary	Pou4f1	PO4F1.H12CORE.1.SM.B	7.557501	0.961704	7.283633	0.963762		Homeo domain factors {3.1}	POU {3.1.10}
629	PEAKS039234_BHLHA15_pwm.binary	Pou4f2	PO4F2.H12CORE.0.S.B	7.557501	0.950831	7.282622	0.963628		Homeo domain factors {3.1}	POU {3.1.10}
630	PEAKS039234_BHLHA15_pwm.binary	Pou4f3	PO4F3.H12CORE.0.SM.B	7.557501	1.261552	7.282415	0.963601		Homeo domain factors {3.1}	POU {3.1.10}
631	PEAKS039234_BHLHA15_pwm.binary	Pou5f1	PO5F1.H12CORE.0.P.B	7.557501	1.561794	7.243023	0.958389		Homeo domain factors {3.1}	POU {3.1.10}
632	PEAKS039234_BHLHA15_pwm.binary	Pou5f1	PO5F1.H12CORE.1.P.B	7.557501	1.734218	7.291967	0.964865		Homeo domain factors {3.1}	POU {3.1.10}
633	PEAKS039234_BHLHA15_pwm.binary	Pou5f1	PO5F1.H12CORE.2.SM.B	7.557501	1.655292	7.314529	0.967850		Homeo domain factors {3.1}	POU {3.1.10}
634	PEAKS039234_BHLHA15_pwm.binary	Pou6f1	PO6F1.H12CORE.0.SM.B	7.557501	1.550307	7.194159	0.951923		Homeo domain factors {3.1}	POU {3.1.10}
635	PEAKS039234_BHLHA15_pwm.binary	Pou6f2	PO6F2.H12CORE.0.S.B	7.557501	1.419419	7.228079	0.956411		Homeo domain factors {3.1}	POU {3.1.10}
636	PEAKS039234_BHLHA15_pwm.binary	Barhl1	BARH1.H12CORE.0.SM.B	7.557501	1.655712	7.030029	0.930206		Homeo domain factors {3.1}	NK-related {3.1.2}
637	PEAKS039234_BHLHA15_pwm.binary	Barhl1	BARH1.H12CORE.1.S.B	7.557501	1.372749	7.231327	0.956841		Homeo domain factors {3.1}	NK-related {3.1.2}
638	PEAKS039234_BHLHA15_pwm.binary	Barhl2	BARH2.H12CORE.0.SM.B	7.557501	1.627048	7.132552	0.943771		Homeo domain factors {3.1}	NK-related {3.1.2}
639	PEAKS039234_BHLHA15_pwm.binary	Barhl2	BARH2.H12CORE.1.S.B	7.557501	1.196389	7.239134	0.957874		Homeo domain factors {3.1}	NK-related {3.1.2}
640	PEAKS039234_BHLHA15_pwm.binary	Barhl2	BARH2.H12CORE.2.S.C	7.557501	1.631754	7.120326	0.942153		Homeo domain factors {3.1}	NK-related {3.1.2}
641	PEAKS039234_BHLHA15_pwm.binary	Barx1	BARX1.H12CORE.0.P.C	7.557501	1.625911	7.293801	0.965107		Homeo domain factors {3.1}	NK-related {3.1.2}
642	PEAKS039234_BHLHA15_pwm.binary	Barx1	BARX1.H12CORE.1.S.B	7.557501	1.493856	7.269408	0.961880		Homeo domain factors {3.1}	NK-related {3.1.2}
643	PEAKS039234_BHLHA15_pwm.binary	Barx2	BARX2.H12CORE.0.SM.B	7.557501	1.464044	7.339273	0.971124		Homeo domain factors {3.1}	NK-related {3.1.2}
644	PEAKS039234_BHLHA15_pwm.binary	Bsx	BSH.H12CORE.0.SM.B	7.557501	1.516477	7.222070	0.955616		Homeo domain factors {3.1}	NK-related {3.1.2}
645	PEAKS039234_BHLHA15_pwm.binary	Dlx1	DLX1.H12CORE.0.S.B	7.557501	0.986183	7.230059	0.956673		Homeo domain factors {3.1}	NK-related {3.1.2}
646	PEAKS039234_BHLHA15_pwm.binary	Dlx1	DLX1.H12CORE.1.PSM.A	7.557501	1.378337	7.174538	0.949327		Homeo domain factors {3.1}	NK-related {3.1.2}
647	PEAKS039234_BHLHA15_pwm.binary	Dlx2	DLX2.H12CORE.0.PSM.A	7.557501	1.258665	7.194086	0.951913		Homeo domain factors {3.1}	NK-related {3.1.2}
648	PEAKS039234_BHLHA15_pwm.binary	Dlx2	DLX2.H12CORE.1.S.B	7.557501	1.023938	7.252235	0.959608		Homeo domain factors {3.1}	NK-related {3.1.2}
649	PEAKS039234_BHLHA15_pwm.binary	Dlx3	DLX3.H12CORE.0.SM.B	7.557501	1.440441	7.131897	0.943685		Homeo domain factors {3.1}	NK-related {3.1.2}
650	PEAKS039234_BHLHA15_pwm.binary	Dlx3	DLX3.H12CORE.1.S.B	7.557501	1.014758	7.198482	0.952495		Homeo domain factors {3.1}	NK-related {3.1.2}
651	PEAKS039234_BHLHA15_pwm.binary	Dlx4	DLX4.H12CORE.0.SM.B	7.557501	1.190593	7.134424	0.944019		Homeo domain factors {3.1}	NK-related {3.1.2}
652	PEAKS039234_BHLHA15_pwm.binary	Dlx4	DLX4.H12CORE.1.S.C	7.557501	0.944248	7.210828	0.954129		Homeo domain factors {3.1}	NK-related {3.1.2}
653	PEAKS039234_BHLHA15_pwm.binary	Dlx5	DLX5.H12CORE.0.PSM.A	7.557501	1.186218	7.142358	0.945069		Homeo domain factors {3.1}	NK-related {3.1.2}
654	PEAKS039234_BHLHA15_pwm.binary	Dlx6	DLX6.H12CORE.0.SM.B	7.557501	1.307450	7.121377	0.942293		Homeo domain factors {3.1}	NK-related {3.1.2}
655	PEAKS039234_BHLHA15_pwm.binary	Emx1	EMX1.H12CORE.0.SM.B	7.557501	1.430036	7.144165	0.945308		Homeo domain factors {3.1}	NK-related {3.1.2}
656	PEAKS039234_BHLHA15_pwm.binary	Emx2	EMX2.H12CORE.0.S.B	7.557501	1.449590	7.119226	0.942008		Homeo domain factors {3.1}	NK-related {3.1.2}
657	PEAKS039234_BHLHA15_pwm.binary	En1	HME1.H12CORE.0.PSM.A	7.557501	1.346392	7.139250	0.944658		Homeo domain factors {3.1}	NK-related {3.1.2}
658	PEAKS039234_BHLHA15_pwm.binary	En2	HME2.H12CORE.0.SM.B	7.557501	1.478476	7.188940	0.951232		Homeo domain factors {3.1}	NK-related {3.1.2}
659	PEAKS039234_BHLHA15_pwm.binary	Hmx1	HMX1.H12CORE.0.SM.B	7.557501	1.524222	7.159702	0.947364		Homeo domain factors {3.1}	NK-related {3.1.2}
660	PEAKS039234_BHLHA15_pwm.binary	Hmx2	HMX2.H12CORE.0.SM.B	7.557501	1.408578	6.941691	0.918517		Homeo domain factors {3.1}	NK-related {3.1.2}
661	PEAKS039234_BHLHA15_pwm.binary	Hmx3	HMX3.H12CORE.0.S.B	7.557501	1.528673	7.130846	0.943545		Homeo domain factors {3.1}	NK-related {3.1.2}
662	PEAKS039234_BHLHA15_pwm.binary	Lbx2	LBX2.H12CORE.0.S.B	7.557501	1.288938	7.095446	0.938861		Homeo domain factors {3.1}	NK-related {3.1.2}
663	PEAKS039234_BHLHA15_pwm.binary	Lbx2	LBX2.H12CORE.1.S.B	7.557501	1.161728	7.129311	0.943342		Homeo domain factors {3.1}	NK-related {3.1.2}
